,Content ID,User ID,Reaction format,Category,Datetime,Reaction emotions,Reaction Type,Sentiment,Score
858,a4f6b4c2-36bd-4232-bef8-66577a601163,1ee25417-3648-4220-9b8f-fc82d1ef450c,photo,animals,04-08-2020 11:20,adore,,,
859,f298ed7d-2aa2-4231-9523-c4013cef24c3,8665a934-dc22-482b-9289-2e2c9d6a4095,video,veganism,18-03-2021 18:58,dislike,,,
860,8838fd48-05c4-4b57-a192-35e9ff67f9b2,7d8c8c77-77a8-4743-b35f-349c0ac07866,video,soccer,30-09-2020 09:07,like,,,
861,01396602-c759-4a17-90f0-8f9b3ca11b30,104c4dcb-70d5-4d87-b5b5-8b67205891fe,GIF,tennis,19-10-2020 03:36,intrigued,,,
862,3ca5a22f-aebc-4421-a960-d787d732f1ec,90e2caab-9daa-4bf0-8104-c25e6c70c59d,audio,healthy eating,27-10-2020 21:57,adore,,,
863,7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,c8145b49-3841-466e-9d49-a636ce2e7d1f,photo,travel,30-06-2020 23:11,disgust,,,
864,e3107f22-f36a-4d88-9fca-1b842e141db8,ac4e6ee0-d1bd-4e6b-9355-7567b3e3ec5e,GIF,food,05-02-2021 02:00,scared,,,
865,b3b384bf-3a17-4ccb-ba86-583dede8fe3c,b7fb2028-4cfc-440b-a1b1-4101f12f7abe,photo,education,12-03-2021 23:07,intrigued,,,
866,b9ff65d6-b79a-4f9b-8745-10088ddf9934,2dd186bb-7a28-4e80-99c7-f1936afc7b49,video,animals,17-10-2020 04:55,heart,,,
867,3091e63e-1355-4eb6-9fa7-5c6e75f1d3b8,9be473d9-cfdf-4954-bae2-09b0555a8ebb,GIF,culture,22-05-2021 03:37,worried,,,
868,0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,ade9db41-034e-4b27-befb-42117025dab0,photo,animals,24-06-2020 02:58,indifferent,,,
869,4ad4b955-c65a-467d-aa27-1ca804d05170,6fd58dea-315a-4ab2-8023-424a6ff455cd,audio,culture,13-03-2021 21:26,super love,,,
870,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,c3988ef2-7e28-4db7-8981-c69f61a3bfce,audio,cooking,21-05-2021 14:58,disgust,,,
871,8caec934-9519-47de-8dd4-b6d65e279661,78703a69-8edc-458f-b0fc-85d96501dcdc,audio,public speaking,07-02-2021 13:05,peeking,,,
872,9b480f9e-cef3-46cc-8ea1-c116cded9661,c76c3393-88e2-47b0-ac37-dc4f2053f5a5,audio,public speaking,13-12-2020 00:37,interested,,,
873,c24a56ff-256e-46eb-9936-a6284451fc61,f25dc445-de4a-47ee-92a4-0ff29c56656d,video,studying,11-03-2021 00:44,worried,,,
874,fa3a6a40-59db-4027-b8ee-89c79ecbee7f,de1d478e-3552-4223-b039-d3086cc485ec,photo,cooking,12-12-2020 15:42,peeking,,,
875,9a517a10-7dd2-4a30-b67a-925569d9ed84,1879b698-1639-438e-a07e-ddd735f8d57c,audio,Science,23-12-2020 12:51,adore,,,
876,4b6d1c04-e75d-4e96-b5f7-f49c4af8d89b,a81df767-7da1-4844-b63c-fee4c9c7895d,audio,veganism,03-02-2021 21:47,love,,,
877,1625c44f-2a9e-46d5-abac-59ec211322a4,122c3e03-0a96-4d62-9d17-27f8e2b6ba58,GIF,tennis,01-09-2020 22:44,cherish,,,
878,f43114af-edb4-4629-bc15-7a483cf3eaf4,9a5aca53-6263-485a-bf77-e60c4608fd26,photo,technology,01-10-2020 07:34,disgust,,,
879,295ff9f6-64f3-4704-9272-4a932f11d709,48bed4d7-0329-472c-96d9-b23a103eb834,video,travel,16-04-2021 09:46,want,,,
880,7ef17afb-ded2-4675-9800-2cf7fe58e6b1,8f41c07f-db4f-44f3-ae81-1f99cee047eb,audio,studying,12-11-2020 16:56,super love,,,
881,bfc26d2d-b5e5-415a-b104-64befef2f52a,fa3e42f0-71d8-455f-b024-e52d5c27a145,audio,food,18-09-2020 23:23,cherish,,,
882,2eb32cf2-da20-4b27-b4b6-c91716f528a5,941db1b1-270d-47f8-8a96-43f5a7481f03,audio,veganism,25-07-2020 18:29,adore,,,
883,7f7d20ca-fedf-48e6-8364-dbb8adeb4223,7bf3ce80-784e-42a0-b06a-dbbd1e31a9b7,photo,animals,12-04-2021 23:07,super love,,,
884,6519b8ec-1253-4f91-8abb-3c5a04eccd2b,2a41e628-4cc5-4765-af2e-8b3dec750c0b,photo,animals,11-07-2020 00:31,like,,,
885,fa39acec-96b1-441d-8f85-16dfb44bdfba,3e65775b-36e4-495d-9c45-28127fb3da5f,photo,culture,28-12-2020 00:27,like,,,
886,4f215b36-f5c4-4294-81f2-80e4906b197d,05782669-264e-4c14-990e-14c8dbb13bef,video,soccer,10-08-2020 05:25,want,,,
887,b6393b8b-320e-4558-8614-20a6727f2eea,94bf7864-a52e-405e-a729-9702bf79c234,photo,food,08-03-2021 12:14,worried,,,
888,04e1996d-ccb3-4b19-923a-8dc2a52e4bd4,e09aa625-3db7-49bd-be09-9aaa0c86a8bf,audio,education,20-04-2021 02:53,adore,,,
889,c892a472-bf81-4946-83c0-d3697ba65b95,05782669-264e-4c14-990e-14c8dbb13bef,photo,soccer,18-01-2021 08:31,indifferent,,,
890,aa1f824d-9df0-4b4c-a49e-0cfb7e244122,7a85fbc6-253f-4552-9f4a-c1a332e14fa5,audio,public speaking,01-02-2021 07:58,scared,,,
891,4ae90f6e-da63-4ce2-a357-a4b36c739b80,2a41e628-4cc5-4765-af2e-8b3dec750c0b,GIF,travel,14-03-2021 07:00,like,,,
892,ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,5ffd8b51-164e-47e2-885e-8b8c46eb63ed,audio,travel,17-06-2021 13:42,peeking,,,
893,0a390a93-0e59-4a7a-a12c-d3f5ce4924fe,108fc1be-9c15-440a-9cab-634c3f414dcc,video,public speaking,26-09-2020 09:33,interested,,,
894,d61c4f76-99c6-4cd7-aaad-b3561880aa26,a483c273-aee5-44bc-883e-d6963157aa4c,photo,technology,17-02-2021 18:29,scared,,,
895,286e2f5f-082a-4ce7-9396-db565106d5bf,24789387-968b-425a-8836-14e243cda16c,photo,studying,07-07-2020 12:17,disgust,,,
896,abae4f43-2356-4c6b-b51d-d2acf4644956,122c3e03-0a96-4d62-9d17-27f8e2b6ba58,GIF,fitness,26-03-2021 14:57,heart,,,
897,d4012724-c8bf-4db3-8670-dfa1f630a72a,4cbd005f-69d5-4a83-9947-7009f69c0e7d,photo,studying,13-01-2021 14:21,hate,,,
898,21bc3be6-6bd1-4926-8bee-c4585873851b,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,video,soccer,26-01-2021 04:49,intrigued,,,
899,8c3e8682-dec4-4d3b-a4e1-8c146f70d56f,c7b6e374-1bef-48c3-8222-cc231dbd5cce,video,food,08-01-2021 12:59,worried,,,
900,bc8024c3-c51e-4875-b8df-419e9848f492,c7b6e374-1bef-48c3-8222-cc231dbd5cce,GIF,veganism,13-05-2021 08:45,adore,,,
901,1e1a8878-0435-4171-97e6-fddb4abc3452,35d6a1f3-e358-4d4b-8074-05f3b7f35c2a,GIF,healthy eating,05-04-2021 06:47,dislike,,,
902,57d8470d-e644-4fe3-b56e-33f1c626e8ea,56e65b5b-e1b4-4f67-b596-e75bf103783b,photo,cooking,28-04-2021 07:56,interested,,,
903,8d7a1aff-abed-432f-a458-a4ab40324e72,caa8605b-5cd3-49d0-a680-2a6e9f3bf0a5,GIF,travel,20-01-2021 09:12,want,,,
904,f0c6ae88-c87e-4812-9713-ae45018a1f73,db0066e1-83cc-43f3-990b-983010aa5370,photo,science,18-04-2021 19:52,cherish,,,
905,8f82022e-2ba7-4269-ab8f-3b47f87004de,094fbe49-da84-4445-9d28-7fc5f593f5ad,audio,healthy eating,25-05-2021 13:39,indifferent,,,
906,8891433d-d874-4bd5-a8ca-4114a4131b20,5870e611-6218-48e1-a9a0-ba86fe5598f7,GIF,tennis,13-04-2021 04:44,dislike,,,
907,52be2c2f-be1f-4cda-a2d6-5c147c018115,311d7214-711f-4f66-bc9a-e835fa54ffb6,audio,food,07-09-2020 15:12,heart,,,
908,c4cc899d-4c35-47fd-9710-8e2dea9782c9,1ff398e4-6b68-451d-9b00-2d2a565ba22a,photo,science,30-04-2021 19:43,indifferent,,,
909,42a0f482-d3a8-4216-ba0b-1459abf854a6,c880dbc5-8997-4f38-9055-c254b9133175,GIF,culture,24-04-2021 12:10,heart,,,
910,041bf6c9-8b33-4ca0-a787-762eb8837d0c,d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,GIF,Food,26-07-2020 02:20,interested,,,
911,954678ba-9ecc-4c0c-93a3-aba0e289cfbf,b827588c-31b2-47f3-916a-a1dbf7987f50,audio,dogs,06-09-2020 09:22,adore,,,
912,5fefd228-c550-4023-b767-ec8aa62de850,cb97b0ea-fc93-4597-b391-846710c6fedc,video,cooking,08-09-2020 15:30,disgust,,,
913,66af1757-534a-4ef9-a5a5-9d721e7c6c00,9bb5d084-0b28-4352-8591-5b5a4efecdf0,audio,healthy eating,26-07-2020 17:43,like,,,
914,2771fa81-b26c-4e11-86ac-90e85faf4981,427fa55b-7f49-4981-bcd7-59fee8efb512,video,dogs,07-12-2020 07:49,dislike,,,
915,3b448410-dd36-4e79-bf4a-ba07814b308e,5fbf758a-376b-472c-8aca-a87ff1db3e6d,video,travel,03-05-2021 02:36,dislike,,,
916,a03b3048-776e-4925-a52e-f6b1760a1be4,d0ea9a00-4ea9-4c81-b16a-a20b72f824ea,photo,education,19-02-2021 03:09,love,,,
917,56d13215-1444-49b0-8e17-3a888bcd4e1e,109782f9-4141-4d5a-826f-9a4ea672f65b,GIF,fitness,27-01-2021 01:27,indifferent,,,
918,cda6a453-27bf-4237-b848-b27706732716,a92660de-2154-4694-a86e-88cb81c8ea95,video,soccer,14-11-2020 01:27,cherish,,,
919,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,ded166ee-173b-4a56-bc6d-464c35709670,video,technology,06-07-2020 05:30,worried,,,
920,a8160135-2d55-4240-8f28-fbee5ec84801,5d454588-283d-459d-915d-c48a2cb4c27f,video,studying,16-08-2020 19:30,cherish,,,
921,33696f53-ab7b-4f3e-b3a4-e0e82990339c,cfe50481-7c50-48fa-97fa-89b6f137e1bd,photo,fitness,22-01-2021 21:05,hate,,,
922,50c0f441-fde5-48bd-ba40-46f23b8cf862,71519e2e-6e97-4b73-a346-cc3a91cb4661,video,culture,16-02-2021 02:10,like,,,
923,cafddd25-5653-4219-8dc7-a3eae45ea926,4baf648a-0ad5-412d-8250-5a0ff9289fbf,video,fitness,14-10-2020 08:12,intrigued,,,
924,89e542b9-b37f-4666-9314-4535d76a2566,5870e611-6218-48e1-a9a0-ba86fe5598f7,GIF,soccer,30-10-2020 06:51,scared,,,
925,c24f4499-faae-4ff0-baf1-4be6a9061aa1,4172c4ea-8fd9-4e50-bd2c-7020eab84f34,audio,animals,04-01-2021 16:17,interested,,,
926,2669dbfc-65d4-4770-a916-e6507f881131,4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab,photo,science,19-10-2020 19:31,dislike,,,
927,b529487b-160b-48cd-aacc-2741b18462c6,e377a5c2-0378-4684-b7d1-5d80e04243ed,GIF,studying,11-11-2020 18:52,hate,,,
928,e3bfdd7e-d7e2-4717-b780-2fa14f3cf858,91fa7240-3d29-4dd0-baf1-ace7742a6e3f,photo,dogs,06-01-2021 17:22,like,,,
929,25c8f882-464d-4465-9ed2-e7f7706c1775,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,audio,healthy eating,14-08-2020 07:38,interested,,,
930,df6e9952-4e2a-488a-bb83-3a7241f30e6f,9210e8dd-d2a2-4ea7-8cbd-f37e1e8efea5,video,culture,23-10-2020 07:06,super love,,,
931,4789b064-7b3c-4339-bf15-b9e38222930c,49da0743-cb4d-4c84-b6a2-537bbe7256d1,photo,education,24-04-2021 11:52,disgust,,,
932,77a3ac9f-7607-411f-a280-5431c71e3943,4cbd005f-69d5-4a83-9947-7009f69c0e7d,audio,tennis,04-01-2021 09:28,like,,,
933,edea43f3-1541-4e42-8419-d1cdf749025c,5d04455b-a95e-40d8-bcd4-8c485777c47f,photo,cooking,06-01-2021 15:18,interested,,,
934,217f4060-b378-4d79-992f-20502d407f7c,568e7c6f-b1e9-4a85-897c-aaaaa0ce8832,photo,cooking,14-10-2020 21:00,adore,,,
935,4426d1ae-cb98-45cf-8d1d-c176ef755293,dab237a2-dcc9-4322-a9b6-b2d16ee38c78,GIF,science,22-06-2020 02:00,peeking,,,
936,74989207-b147-4a13-89b8-f0d868dfdf4a,d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,audio,science,21-03-2021 16:43,dislike,,,
937,83a995e6-323c-4287-ab41-01543ac5fd1a,3d5f257e-556b-4e19-b127-977bc5c4daed,GIF,food,13-11-2020 10:55,worried,,,
938,9fdcedb3-8e19-4755-93b2-133673d4620b,4027aa31-4bda-4e1d-92f7-49de962e8da9,audio,travel,18-03-2021 22:16,disgust,,,
939,9489565a-a899-4693-ad48-369f86b4b862,0a1cde57-79ab-4c61-b664-1d3b290b43cf,GIF,studying,13-06-2021 16:20,like,,,
940,c056339f-7bc9-487a-85eb-aa7c6da9e5fb,bc142f57-1307-46c6-9975-8c3a1e5f540c,video,veganism,07-01-2021 20:31,worried,,,
941,5656bfe4-bcc1-4426-94b6-1f9dfe9a0db4,1798905d-6c3a-4e5d-a9d1-ce429b1260d7,video,travel,23-07-2020 16:45,peeking,,,
942,d347afb6-c092-4301-ba7d-4c59d10142cb,8d67b1c4-cd76-4701-a908-738e7a2411e7,photo,tennis,17-04-2021 15:41,like,,,
943,62e3c102-b551-4625-b949-d589babb16d8,7b7b5825-2ae1-4119-99a7-e638f13267a0,photo,soccer,23-04-2021 02:50,adore,,,
944,fbd3e09c-b5a3-4e6d-bb3c-c729d54c5f3b,23a48585-f2cf-4a20-8d30-f49361d5625c,GIF,soccer,30-10-2020 23:50,heart,,,
945,37c5a8aa-d239-4b94-ae68-2754825d36ff,e43acf25-fcfb-4dbf-bc8c-ccbe16c329e7,photo,Public Speaking,17-08-2020 10:28,scared,,,
946,8644e163-704a-4a99-a859-5e07fcfe3879,5b3b843e-7c66-4eac-82b6-8d6f7a19277c,photo,education,23-04-2021 05:13,adore,,,
947,6547f69d-891d-4e1c-bd69-fc8735b8fca8,fd4da61a-5102-4311-8b9f-2ec57bfac6b1,video,science,23-03-2021 20:19,peeking,,,
948,235a0022-a683-4381-8e9e-aaf75fe90734,561b08d6-1084-4115-933d-db3e60edfd8b,photo,fitness,30-12-2020 18:00,indifferent,,,
949,21dfb75d-9d98-4627-b074-f4372025d23f,e6a52b6a-20ec-4b09-bbb7-4a1138014985,GIF,culture,30-07-2020 21:21,intrigued,,,
950,e4127cae-c2e9-4321-919a-be6d11636808,4cff698b-def1-497c-a78e-75058de67fe8,audio,science,05-10-2020 10:25,adore,,,
951,46ebc5f2-bfe8-4ada-aed3-6265842bd1f3,cb97b0ea-fc93-4597-b391-846710c6fedc,video,food,17-07-2020 00:26,hate,,,
952,b70813e7-8acd-462a-9b13-6d1258030fed,766886c9-a63a-4446-bb4a-07d611b3b212,video,animals,29-07-2020 20:23,worried,,,
953,daaae2e1-3090-4f64-9d43-b4e4ffbb5c8b,8f3d5674-544d-4f70-b4c1-7b9d93371855,GIF,education,15-07-2020 03:34,hate,,,
954,03ed0e2b-bd63-4079-8910-62c187526ca0,3455a646-398f-4b16-b19a-1371cdb2e048,audio,healthy eating,20-09-2020 07:23,dislike,,,
955,4b10bec8-9754-4f5d-b129-a4b6fa030660,c924f935-cff8-45c0-b4b7-5ed2c6cdaac8,photo,tennis,10-10-2020 12:25,super love,,,
956,5dc325aa-d5d1-4552-9997-cd25b7608be9,8abcf667-7be3-439f-97bb-3375a3de366c,audio,healthy eating,26-12-2020 18:29,like,,,
957,503bd384-9733-4739-81f5-561b2328f6d8,a4fd7920-9edf-4930-84bd-7a38b3bf9cec,GIF,food,31-10-2020 12:10,interested,,,
958,7053e0be-7227-4a05-893f-4bbee34f0f1f,2ad548cd-a899-4992-972b-92cde9cea8f1,video,science,21-09-2020 12:16,interested,,,
959,03344240-df23-421d-b0e3-4fac72fe6cd8,334e2fe8-6f2c-424c-8ed5-12c99f048722,video,fitness,09-05-2021 05:10,interested,,,
960,16f8b629-5173-420f-9c8b-577313e9e128,600118fa-e6f4-4d74-aeb6-936abbbf38a1,video,healthy eating,29-09-2020 23:50,love,,,
961,24f994fa-51d4-4e5e-bdac-79de67e7afbb,4c0558bc-b0d9-44b0-8b70-5fc6acb6c362,video,food,25-06-2020 08:02,super love,,,
962,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,13f0db8a-152a-496f-a6e8-1ed6a90b8788,GIF,animals,03-11-2020 21:53,cherish,,,
963,e7baa303-bc5c-4990-b813-e16fc42342d3,7000ac2e-87a0-4e23-b342-5f150e03f9ef,audio,science,04-03-2021 18:10,hate,,,
964,73a7ec8f-08e7-41c6-a995-51537ff8772a,583f2bde-886d-4cf3-a5c4-7cb60cd25df3,video,technology,27-04-2021 04:18,adore,,,
965,f3e9785c-d4e0-4258-a876-4d58ddb38790,de1d478e-3552-4223-b039-d3086cc485ec,GIF,studying,02-06-2021 15:37,want,,,
966,bea01dba-56f4-4d26-82a1-9b13fb382d89,1545ddaf-2b75-4143-82fe-b88966aee4fb,photo,dogs,24-01-2021 10:15,hate,,,
967,0bfa4a8c-78be-4f6e-888f-490c47d355ed,c5d04879-87bd-4950-9e63-334382ef53af,photo,dogs,15-02-2021 16:07,heart,,,
968,02c9f76b-f9cc-48c5-aedf-73f37c637a71,6e9c7f30-264a-4aa0-b3ac-36e852d10906,photo,veganism,10-09-2020 17:30,scared,,,
969,8fe92544-5c15-4f77-bc40-c6e4b7d13674,b143cd2b-20b1-4e9c-9bb7-cfb359b33d01,GIF,animals,23-06-2020 00:21,cherish,,,
970,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,41cd692a-be3c-4acd-a2c8-184586bdc180,GIF,cooking,26-07-2020 00:05,indifferent,,,
971,8e0f1d3e-b588-44de-a423-8224eb26aa99,f41d30f1-50c3-419c-a2d8-9043c7e568ca,audio,healthy eating,01-07-2020 18:24,cherish,,,
972,a1249a46-6362-4a73-a1e9-3b5d236cdd73,3455a646-398f-4b16-b19a-1371cdb2e048,GIF,studying,31-03-2021 13:59,like,,,
973,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,80fc5e28-17ac-4e79-b9df-0d500abbe8b5,GIF,culture,16-01-2021 16:46,peeking,,,
974,58b0f92a-76ae-4521-a223-2b117f4f4e70,3663e3e6-3d5c-4ed9-a6af-1e680ec5f34b,video,dogs,25-10-2020 21:34,love,,,
975,9c8f1389-d04e-4a55-a2f5-1612539b70a7,4edc3d1a-a7d9-4db6-89c3-f784d9954172,audio,technology,12-11-2020 19:22,disgust,,,
976,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,8dda1a41-9e57-4944-bd36-18c0ac343b13,photo,technology,04-12-2020 01:31,heart,,,
977,b23a874f-72fa-4abb-9ca5-941850c672bc,e8493c32-7f6f-4e57-a691-cf0df6f015c9,photo,healthy eating,06-07-2020 23:09,intrigued,,,
978,26c02731-b5d8-4ad3-99a2-5e589e107937,1d8dfb6a-330c-4eb9-a603-364f207c6e57,video,studying,03-08-2020 03:42,scared,,,
979,998194db-5706-4b01-9565-7c7e7d4ea5f5,acfcd174-178c-4af3-8118-5be702fb80cf,audio,cooking,28-04-2021 21:09,heart,,,
980,54e29395-9eba-4945-abee-cad58cbab090,ad9f5c2f-aa30-4baf-b084-56b1a4b63b09,video,Science,21-09-2020 08:22,disgust,,,
981,cab37e79-0e76-4bd2-b6bd-2fc8bf66ca99,64b82ed5-80dc-4fbb-9dfc-d7e037684f0e,photo,animals,09-01-2021 01:09,super love,,,
982,88e43f42-027e-4256-bab4-2d1c2b6f8f67,93dd80c0-4ff2-42ed-9949-1621b0a68c63,photo,education,22-03-2021 08:07,dislike,,,
983,a7849ef3-5930-4ba9-9cbe-e215811e713e,d9aab962-e964-4afd-83ee-abda0865da67,photo,studying,26-08-2020 23:17,adore,,,
984,c13e7406-c610-4721-b80d-2b5ad533e90a,95258c36-5b6b-4591-85ee-0c43f503c1d5,GIF,cooking,27-05-2021 17:18,adore,,,
985,a973290c-989a-44d2-afb9-9b4bf16cc17f,04e52602-e370-4a99-bfda-f0c1655058da,video,tennis,04-12-2020 19:57,hate,,,
986,b2a20047-ac6f-4caa-90b1-fe735433e362,33c1cee6-ae56-4f8e-84fc-ee0a4b7bbf4c,photo,culture,23-03-2021 06:54,scared,,,
987,a287c7ad-f5c8-4d87-940b-b7b24e2b42ac,4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab,video,fitness,04-02-2021 03:57,super love,,,
988,51199552-05ed-47e5-9c86-6177a406d928,fa16aabb-fac3-4310-b19c-ce7021eb825b,audio,fitness,08-11-2020 16:08,like,,,
989,b94d8643-4dd8-4f15-a58e-0c9b6691d01a,34e8add9-0206-47fd-a501-037b994650a2,GIF,healthy eating,25-08-2020 13:14,indifferent,,,
990,2e32de07-dc79-4cdc-bf1d-bac90ba3fd85,ad4bd878-55e7-487c-a4db-470b23bbd832,video,studying,01-06-2021 04:56,peeking,,,
991,89cb4504-fccd-40f4-945e-410f74ee4735,a81378a5-58de-4631-b2b1-3eca765f68c6,photo,animals,15-09-2020 15:57,worried,,,
992,67766c84-7d8d-46e2-b2e8-8b0f8dc27193,fb4654ff-ce23-4a77-b52a-50f8948b5664,photo,veganism,11-10-2020 07:33,like,,,
993,331fad49-0e33-4676-8e2d-51ec52e86625,5c433d28-dfb7-4456-a468-dc3705147ce0,audio,education,10-10-2020 05:06,scared,,,
994,c54b49c4-b1f2-4641-8595-1cbd19937845,2ab641a8-6ad4-4d1a-8511-d87ff5346773,photo,science,10-06-2021 08:11,like,,,
995,b4cef9ef-627b-41d7-a051-5961b0204ebb,5b62e10e-3c19-4d28-a57c-e9bdc3d6758d,video,public speaking,28-05-2021 17:59,worried,,,
996,7a79f4e4-3b7d-44dc-bdef-bc990740252c,4fe420fa-a193-4408-bd5d-62a020233609,GIF,technology,27-01-2021 15:57,disgust,,,
997,435007a5-6261-4d8b-b0a4-55fdc189754b,35d6a1f3-e358-4d4b-8074-05f3b7f35c2a,audio,veganism,08-11-2020 16:37,intrigued,,,
998,4e4c9690-c013-4ee7-9e66-943d8cbd27b7,b9bcd994-f000-4f6b-87fc-caae08acfaa1,GIF,culture,17-04-2021 17:55,hate,,,
999,75d6b589-7fae-4a6d-b0d0-752845150e56,b8c653b5-0118-4d7e-9bde-07c2de90f0ff,audio,technology,09-08-2020 14:35,intrigued,,,
,,,,,23-12-2020 00:09,want,,,
,,,,,23-06-2020 03:47,want,,,
,,,,,18-02-2021 17:27,worried,,,
,,,,,14-03-2021 23:32,like,,,
,,,,,05-11-2020 17:43,interested,,,
,,,,,30-06-2020 11:21,cherish,,,
,,,,,25-03-2021 13:52,adore,,,
,,,,,06-12-2020 06:14,disgust,,,
,,,,,29-05-2021 05:32,scared,,,
,,,,,08-09-2020 15:43,cherish,,,
,,,,,12-11-2020 18:44,scared,,,
,,,,,01-09-2020 16:08,super love,,,
,,,,,04-04-2021 08:34,peeking,,,
,,,,,09-07-2020 18:18,hate,,,
,,,,,19-09-2020 20:45,peeking,,,
,,,,,29-10-2020 13:28,scared,,,
,,,,,15-05-2021 00:36,love,,,
,,,,,11-12-2020 05:18,super love,,,
,,,,,28-01-2021 22:41,dislike,,,
,,,,,26-05-2021 20:51,heart,,,
,,,,,07-03-2021 15:45,want,,,
,,,,,10-05-2021 10:01,love,,,
,,,,,18-07-2020 20:13,adore,,,
,,,,,09-07-2020 09:15,want,,,
,,,,,18-06-2020 17:31,indifferent,,,
,,,,,06-02-2021 09:30,heart,,,
,,,,,28-12-2020 13:57,scared,,,
,,,,,18-11-2020 03:01,intrigued,,,
,,,,,14-02-2021 22:31,peeking,,,
,,,,,08-06-2021 02:30,scared,,,
,,,,,23-11-2020 01:32,love,,,
,,,,,25-10-2020 01:37,love,,,
,,,,,17-02-2021 21:07,love,,,
,,,,,10-02-2021 18:48,interested,,,
,,,,,26-06-2020 16:08,disgust,,,
,,,,,18-05-2021 09:59,disgust,,,
,,,,,19-02-2021 18:18,adore,,,
,,,,,23-02-2021 07:48,dislike,,,
,,,,,20-05-2021 23:25,peeking,,,
,,,,,26-05-2021 01:47,like,,,
,,,,,01-09-2020 12:06,intrigued,,,
,,,,,14-08-2020 03:25,interested,,,
,,,,,24-09-2020 22:49,like,,,
,,,,,22-09-2020 04:59,dislike,,,
,,,,,22-02-2021 18:10,disgust,,,
,,,,,11-05-2021 14:07,want,,,
,,,,,21-09-2020 09:08,cherish,,,
,,,,,07-01-2021 07:39,intrigued,,,
,,,,,22-10-2020 04:43,worried,,,
,,,,,06-11-2020 04:38,hate,,,
,,,,,10-07-2020 19:34,want,,,
,,,,,12-04-2021 00:20,adore,,,
,,,,,27-11-2020 09:24,hate,,,
,,,,,09-04-2021 23:26,indifferent,,,
,,,,,27-04-2021 07:04,adore,,,
,,,,,06-05-2021 06:55,indifferent,,,
,,,,,19-01-2021 19:31,adore,,,
,,,,,17-11-2020 22:15,indifferent,,,
,,,,,07-07-2020 22:15,want,,,
,,,,,16-01-2021 07:35,super love,,,
,,,,,16-05-2021 19:00,peeking,,,
,,,,,13-05-2021 18:57,scared,,,
,,,,,01-09-2020 13:36,love,,,
,,,,,01-09-2020 06:27,disgust,,,
,,,,,05-12-2020 08:49,scared,,,
,,,,,31-10-2020 11:38,hate,,,
,,,,,12-08-2020 01:35,worried,,,
,,,,,09-10-2020 12:12,dislike,,,
,,,,,04-12-2020 19:01,scared,,,
,,,,,10-08-2020 17:57,adore,,,
,,,,,07-08-2020 19:31,love,,,
,,,,,13-08-2020 01:57,indifferent,,,
,,,,,12-04-2021 02:05,cherish,,,
,,,,,19-04-2021 06:41,peeking,,,
,,,,,04-12-2020 21:33,like,,,
,,,,,27-10-2020 14:22,disgust,,,
,,,,,21-05-2021 15:55,want,,,
,,,,,19-02-2021 13:10,scared,,,
,,,,,16-08-2020 18:44,intrigued,,,
,,,,,17-02-2021 21:02,indifferent,,,
,,,,,05-07-2020 05:18,interested,,,
,,,,,17-03-2021 07:10,heart,,,
,,,,,04-01-2021 17:31,like,,,
,,,,,21-11-2020 17:31,cherish,,,
,,,,,21-07-2020 13:44,want,,,
,,,,,21-07-2020 23:08,peeking,,,
,,,,,27-10-2020 22:45,adore,,,
,,,,,30-09-2020 15:28,heart,,,
,,,,,08-12-2020 11:22,indifferent,,,
,,,,,06-09-2020 08:09,heart,,,
,,,,,13-11-2020 09:20,interested,,,
,,,,,12-03-2021 21:19,intrigued,,,
,,,,,01-03-2021 19:04,scared,,,
,,,,,24-06-2020 02:02,heart,,,
,,,,,06-02-2021 15:30,want,,,
,,,,,10-04-2021 21:19,cherish,,,
,,,,,25-07-2020 14:49,heart,,,
,,,,,28-09-2020 00:52,like,,,
,,,,,21-07-2020 10:02,intrigued,,,
,,,,,14-12-2020 05:38,want,,,
,,,,,30-12-2020 19:16,hate,,,
,,,,,05-09-2020 14:28,worried,,,
,,,,,25-01-2021 21:31,cherish,,,
,,,,,27-12-2020 01:40,indifferent,,,
,,,,,08-12-2020 13:59,interested,,,
,,,,,07-02-2021 18:56,disgust,,,
,,,,,12-07-2020 14:13,super love,,,
,,,,,02-08-2020 09:53,scared,,,
,,,,,05-03-2021 13:41,worried,,,
,,,,,15-12-2020 00:19,interested,,,
,,,,,28-11-2020 12:49,intrigued,,,
,,,,,01-01-2021 08:56,super love,,,
,,,,,31-08-2020 17:18,intrigued,,,
,,,,,21-05-2021 18:53,intrigued,,,
